Ticker,Name,Sector,Industry,ROCE,ROCEAvg,DE,RevGrowth,EarnGrowth,CFOQuality,FCFMargin,GrossMargin,OpMargin,NetMargin,PE,PEMedian,EarnYield,BondYield,Price,EntryPrice,QualityPass,NetDebtEBITDA,FCFtoNI,FCFYield,Hurdle,FCFFloor,FCFFairValue,ImpliedGrowth,SustGrowth,ReverseDCF,RSI14,SMA200,PriceVsSma200,TechnicalReady,MktCap,Score,Verdict,Tags,ROCEHistory,DataQuality
MGL.NS,Mahanagar Gas Limited,Utilities,Utilities - Regulated Gas,15.4%,22.0% (4yr),0.04x,26.9% (3yr),20.3% (3yr),1.31x,0.0%,33.4%,12.1%,11.7%,10.0x,12.8x,10.0%,7.0%,₹967.10,₹1236.79,N,-0.69x,0.00x (reinvesting),0.0%,10.0%,—,—,—,15.4%,—,4.9,₹1231.43,below,Ready,₹9553 Cr,49,WATCH,"Near Zero Debt, Strong Growth, High Cash Quality, Commodity Sector",TTM: 15%  |  2025: 19%  |  2024: 28%  |  2023: 22%  |  2022: 19%,✓ Filing 2025-03-31 (11mo old)
SCHAEFFLER.NS,Schaeffler India Limited,Consumer Cyclical,Auto Parts,22.8%,23.2% (4yr),0.01x,12.8% (3yr),9.4% (3yr),0.97x,7.1%,38.8%,14.4%,11.9%,56.8x,54.8x,1.8%,7.0%,₹4186.50,₹1052.57,Y,-1.02x,0.59x (reinvesting),1.1%,10.0%,₹552  (10× FCF),₹1572 – ₹4487  (33× – 80× FCF),8.8%,9.3%,Buy,44.6,₹3979.62,above,Not yet,₹65437 Cr,49,WATCH,"Good ROCE, Steady ROCE (4yr), Near Zero Debt, Partial Growth, Volatile Industry, Entry Quality Pass",TTM: 23%  |  2025: 23%  |  2024: 22%  |  2023: 23%  |  2022: 25%,✓ Filing 2025-12-31 (2mo old)
SAILIFE.NS,SAI LIFE SCIENCES LIMITED,Healthcare,Diagnostics & Research,23.1%,7.7% (4yr),0.18x,24.1% (3yr),201.2% (3yr),3.35x,0.0%,71.2%,25.8%,15.3%,63.3x,—,1.6%,7.0%,₹1000.05,₹225.71,Y,0.20x,0.00x (reinvesting),0.0%,10.0%,—,—,—,23.1%,—,50.3,₹870.72,above,Not yet,₹21178 Cr,48,WATCH,"Good ROCE, ROCE Volatile, Low Debt, Strong Growth, High Cash Quality, Entry Quality Pass",TTM: 23%  |  2025: 11%  |  2024: 12%  |  2023: 5%  |  2022: 2%,✓ Filing 2025-03-31 (11mo old)
TRENT.NS,Trent Limited,Consumer Cyclical,Apparel Retail,34.7%,15.3% (4yr),0.38x,56.3% (3yr),144.5% (3yr),1.02x,0.0%,42.3%,13.4%,8.5%,77.5x,170.2x,1.3%,7.0%,₹3559.60,₹656.00,Y,0.59x,0.00x (reinvesting),0.0%,10.0%,—,—,—,34.7%,—,31.6,₹4701.76,below,Ready,₹1.3L Cr,48,WATCH,"High ROCE, ROCE Volatile, Modest Debt, Strong Growth, High Cash Quality, Below Historical P/E, Entry Quality Pass",TTM: 35%  |  2025: 26%  |  2024: 23%  |  2023: 9%  |  2022: 4%,✓ Filing 2025-03-31 (11mo old)
SYRMA.NS,Syrma SGS Technology Limited,Technology,Electronic Components,23.6%,10.7% (4yr),0.11x,54.2% (3yr),45.2% (3yr),0.03x,0.0%,24.8%,11.0%,6.6%,51.3x,105.7x,2.0%,7.0%,₹783.90,₹218.43,Y,-0.94x,0.00x (reinvesting),0.0%,10.0%,—,—,—,23.6%,—,44.2,₹745.65,above,Not yet,₹15106 Cr,47,WATCH,"Good ROCE, Low Debt, Strong Growth, ⚠ Accruals Risk, Below Historical P/E, Entry Quality Pass",TTM: 24%  |  2025: 13%  |  2024: 8%  |  2023: 10%  |  2022: 12%,✓ Filing 2025-03-31 (11mo old)
VIJAYA.NS,Vijaya Diagnostic Centre Limited,Healthcare,Diagnostics & Research,20.8%,18.7% (4yr),0.42x,13.8% (3yr),9.3% (3yr),1.60x,0.0%,85.0%,30.1%,20.7%,58.5x,81.9x,1.7%,7.0%,₹904.60,₹221.00,N,0.25x,0.00x ⚠ accruals?,0.0%,10.0%,—,—,—,20.8%,—,24.1,₹1008.03,below,Ready,₹9308 Cr,47,WATCH,"Good ROCE, Modest Debt, Partial Growth, High Cash Quality, Below Historical P/E",TTM: 21%  |  2025: 18%  |  2024: 18%  |  2023: 15%  |  2022: 23%,✓ Filing 2025-03-31 (11mo old)
JWL.NS,Jupiter Wagons Limited,Industrials,Railroads,12.5%,21.3% (4yr),0.27x,50.0% (3yr),97.4% (3yr),0.25x,0.0%,27.2%,11.2%,7.7%,45.4x,78.4x,2.2%,7.0%,₹262.60,₹82.57,N,0.13x,0.00x (reinvesting),0.0%,10.0%,—,—,—,12.5%,—,48.1,₹323.88,below,Not yet,₹11223 Cr,47,WATCH,"Low Debt, Strong Growth, ⚠ Accruals Risk",TTM: 12%  |  2025: 18%  |  2024: 27%  |  2023: 27%  |  2022: 13%,✓ Filing 2025-03-31 (11mo old)
INDUSTOWER.NS,Indus Towers Limited,Communication Services,Telecom Services,20.0%,20.5% (4yr),0.55x,2.8% (3yr),15.9% (3yr),1.98x,20.2%,55.7%,33.3%,22.2%,16.1x,14.9x,6.2%,7.0%,₹434.55,₹386.71,N,1.08x,0.91x,4.9%,10.0%,₹183  (10× FCF),₹197 – ₹262  (11× – 13× FCF),4.8%,1.9%,Not Buy,40.7,₹397.66,above,Not yet,₹1.1L Cr,47,WATCH,"Good ROCE, Partial Growth, High Cash Quality",TTM: 20%  |  2025: 27%  |  2024: 19%  |  2023: 12%  |  2022: 25%,✓ Filing 2025-03-31 (11mo old)
AFFLE.NS,Affle 3i Limited,Communication Services,Advertising Agencies,15.6%,13.0% (4yr),0.01x,27.9% (3yr),21.3% (3yr),1.01x,0.0%,29.1%,18.1%,16.9%,41.2x,75.1x,2.4%,7.0%,₹1285.70,₹446.29,N,-2.39x,0.00x (reinvesting),0.0%,10.0%,—,—,—,15.6%,—,39.0,₹1792.92,below,Not yet,₹18081 Cr,46,WATCH,"Near Zero Debt, Strong Growth, High Cash Quality",TTM: 16%  |  2025: 13%  |  2024: 11%  |  2023: 15%  |  2022: 13%,✓ Filing 2025-03-31 (11mo old)
NEULANDLAB.NS,Neuland Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,11.1%,18.6% (4yr),0.16x,15.8% (3yr),59.7% (3yr),1.11x,0.0%,49.3%,12.1%,11.4%,86.2x,58.6x,1.2%,7.0%,₹11995.00,₹1987.71,N,0.31x,0.00x (reinvesting),0.0%,10.0%,—,—,—,11.1%,—,35.6,₹14349.02,below,Not yet,₹15405 Cr,46,WATCH,"Low Debt, Strong Growth, High Cash Quality",TTM: 11%  |  2025: 16%  |  2024: 29%  |  2023: 21%  |  2022: 9%,✓ Filing 2025-03-31 (11mo old)
CIPLA.NS,Cipla Limited,Healthcare,Drug Manufacturers - Specialty & Generic,12.3%,17.8% (4yr),0.01x,7.9% (3yr),28.0% (3yr),1.07x,0.0%,65.2%,14.0%,16.3%,22.3x,33.6x,4.5%,7.0%,₹1256.40,₹804.14,N,-1.59x,0.00x (reinvesting),0.0%,10.0%,—,—,—,12.3%,—,25.1,₹1479.02,below,Ready,₹1.0L Cr,46,WATCH,"Near Zero Debt, Partial Growth, High Cash Quality",TTM: 12%  |  2025: 19%  |  2024: 20%  |  2023: 16%  |  2022: 16%,✓ Filing 2025-03-31 (11mo old)
CROMPTON.NS,Crompton Greaves Consumer Electricals Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",15.0%,17.8% (4yr),0.05x,13.4% (3yr),-1.3% (3yr),1.41x,0.0%,32.4%,8.0%,5.9%,34.0x,43.2x,2.9%,7.0%,₹243.15,₹102.14,N,-0.52x,0.00x ⚠ accruals?,0.0%,10.0%,—,—,—,15.0%,—,34.0,₹290.23,below,Ready,₹15892 Cr,46,WATCH,"Near Zero Debt, Partial Growth, High Cash Quality",TTM: 15%  |  2025: 18%  |  2024: 15%  |  2023: 17%  |  2022: 21%,✓ Filing 2025-03-31 (11mo old)
JYOTHYLAB.NS,Jyothy Labs Limited,Consumer Defensive,Household & Personal Products,17.2%,18.0% (4yr),0.04x,9.0% (3yr),31.8% (3yr),1.14x,0.0%,47.9%,12.9%,11.7%,22.4x,45.0x,4.5%,7.0%,₹208.55,₹132.86,N,-1.13x,0.00x (reinvesting),0.0%,10.0%,—,—,—,17.2%,—,13.4,₹300.06,below,Ready,₹7658 Cr,46,WATCH,"Near Zero Debt, Partial Growth, High Cash Quality",TTM: 17%  |  2025: 21%  |  2024: 22%  |  2023: 16%  |  2022: 13%,✓ Filing 2025-03-31 (11mo old)
ZENSARTECH.NS,Zensar Technologies Limited,Technology,Information Technology Services,18.6%,16.6% (4yr),0.03x,7.6% (3yr),16.0% (3yr),1.10x,0.0%,21.0%,14.3%,13.2%,17.5x,25.1x,5.7%,7.0%,₹564.90,₹460.86,N,-2.29x,0.00x (reinvesting),0.0%,10.0%,—,—,—,18.6%,—,50.1,₹739.94,below,Not yet,₹12809 Cr,46,WATCH,"Near Zero Debt, Partial Growth, High Cash Quality",TTM: 19%  |  2025: 18%  |  2024: 20%  |  2023: 11%  |  2022: 17%,✓ Filing 2025-03-31 (11mo old)
TIMKEN.NS,Timken India Limited,Industrials,Tools & Accessories,10.4%,21.2% (4yr),0.01x,12.8% (3yr),11.0% (3yr),0.71x,0.0%,37.8%,9.2%,13.1%,54.9x,61.9x,1.8%,7.0%,₹3163.30,₹822.43,N,-0.60x,0.00x ⚠ accruals?,0.0%,10.0%,—,—,—,10.4%,—,35.7,₹3123.96,above,Not yet,₹23839 Cr,46,WATCH,"Near Zero Debt, Strong Growth",TTM: 10%  |  2025: 17%  |  2024: 20%  |  2023: 23%  |  2022: 25%,✓ Filing 2025-03-31 (11mo old)
RITES.NS,RITES Limited,Industrials,Engineering & Construction,15.9%,20.7% (4yr),0.00x,-6.0% (3yr),-9.3% (3yr),1.02x,0.0%,33.7%,20.6%,18.3%,22.3x,29.6x,4.5%,7.0%,₹191.56,₹122.57,N,-1.61x,0.00x ⚠ accruals?,0.0%,10.0%,—,—,—,15.9%,—,31.3,₹242.83,below,Ready,₹9206 Cr,46,WATCH,"Near Zero Debt, ⚠ Declining Growth, High Cash Quality",TTM: 16%  |  2025: 15%  |  2024: 20%  |  2023: 23%  |  2022: 24%,✓ Filing 2025-03-31 (11mo old)
INDIAMART.NS,IndiaMART InterMESH Limited,Communication Services,Internet Content & Information,16.5%,12.9% (4yr),0.01x,22.6% (3yr),22.8% (3yr),1.41x,0.0%,55.1%,31.6%,39.8%,19.8x,42.2x,5.0%,7.0%,₹1994.40,₹1436.00,N,-5.63x,0.00x (reinvesting),0.0%,10.0%,—,—,—,16.5%,—,34.1,₹2383.37,below,Ready,₹11980 Cr,46,WATCH,"Near Zero Debt, Strong Growth, High Cash Quality",TTM: 16%  |  2025: 17%  |  2024: 12%  |  2023: 9%  |  2022: 13%,✓ Filing 2025-03-31 (11mo old)
HINDZINC.NS,Hindustan Zinc Limited,Basic Materials,Other Industrial Metals & Mining,73.3%,55.0% (4yr),0.88x,4.7% (3yr),2.4% (3yr),1.45x,0.0%,73.3%,48.1%,33.2%,18.4x,23.7x,5.4%,7.0%,₹514.75,₹399.29,Y,0.21x,0.00x (reinvesting),0.0%,10.0%,—,—,—,73.3%,—,27.5,₹512.56,above,Not yet,₹2.2L Cr,46,WATCH,"Elite ROCE, Consistent ROCE (4yr), High Cash Quality, Volatile Industry, Below Historical P/E, Entry Quality Pass",TTM: 73%  |  2025: 60%  |  2024: 45%  |  2023: 80%  |  2022: 35%,✓ Filing 2025-03-31 (11mo old)
EIHOTEL.NS,EIH Limited,Consumer Cyclical,Lodging,21.6%,11.7% (4yr),0.05x,40.7% (3yr),— (unavailable),1.34x,0.0%,66.4%,38.9%,22.0%,30.1x,40.9x,3.3%,7.0%,₹309.50,₹146.86,Y,-0.74x,0.00x (reinvesting),0.0%,10.0%,—,—,—,21.6%,—,47.7,₹366.28,below,Not yet,₹19355 Cr,46,WATCH,"Good ROCE, ROCE Negative (some years), Near Zero Debt, High Cash Quality, Below Historical P/E, Entry Quality Pass",TTM: 22%  |  2025: 19%  |  2024: 18%  |  2023: 13%  |  2022: -3%,✓ Filing 2025-03-31 (11mo old)
MEDANTA.NS,Global Health Limited,Healthcare,Medical Care Facilities,14.0%,15.4% (4yr),0.25x,18.8% (3yr),34.9% (3yr),1.48x,0.0%,50.9%,13.9%,12.3%,52.6x,66.2x,1.9%,7.0%,₹1005.70,₹273.00,N,-0.31x,0.00x (reinvesting),0.0%,10.0%,—,—,—,14.0%,—,14.3,₹1235.04,below,Ready,₹27023 Cr,46,WATCH,"Low Debt, Strong Growth, High Cash Quality",TTM: 14%  |  2025: 18%  |  2024: 18%  |  2023: 14%  |  2022: 12%,✓ Filing 2025-03-31 (11mo old)
RADICO.NS,Radico Khaitan Limited,Consumer Defensive,Beverages - Wineries & Distilleries,28.1%,14.3% (4yr),0.21x,19.2% (3yr),9.5% (3yr),0.91x,0.0%,43.4%,14.9%,8.8%,69.0x,127.8x,1.5%,7.0%,₹2660.50,₹551.14,Y,0.63x,0.00x (reinvesting),0.0%,10.0%,—,—,—,28.1%,—,50.6,₹2912.20,below,Not yet,₹35648 Cr,46,WATCH,"Good ROCE, Low Debt, Partial Growth, Below Historical P/E, Entry Quality Pass",TTM: 28%  |  2025: 17%  |  2024: 14%  |  2023: 11%  |  2022: 16%,✓ Filing 2025-03-31 (11mo old)
RAILTEL.NS,RailTel Corporation of India Limited,Communication Services,Telecom Services,16.3%,14.9% (4yr),0.03x,31.0% (3yr),12.8% (3yr),1.43x,0.0%,16.4%,9.3%,8.1%,27.4x,52.0x,3.7%,7.0%,₹271.50,₹141.57,N,-0.45x,0.00x (reinvesting),0.0%,10.0%,—,—,—,16.3%,—,31.7,₹359.71,below,Ready,₹8713 Cr,46,WATCH,"Near Zero Debt, Strong Growth, High Cash Quality",TTM: 16%  |  2025: 16%  |  2024: 15%  |  2023: 13%  |  2022: 16%,✓ Filing 2025-03-31 (11mo old)
MAHABANK.NS,Bank of Maharashtra,Financial Services,Banks - Regional,83.0%,,Neg. Equity / N/A,18.9% (3yr),68.7% (3yr),1.84x,0.0%,0.0%,55.3%,49.3%,7.8x,12.5x,12.9%,7.0%,₹65.49,₹104.91,Y,—,0.00x (reinvesting),0.0%,10.0%,—,—,—,83.0%,—,34.8,₹58.52,above,Not yet,₹50372 Cr,45,WATCH,"Elite ROCE, High Debt, Strong Growth, High Cash Quality, Cheap vs History + Bonds, Entry Quality Pass",,✓ Filing 2025-03-31 (11mo old)
CHOICEIN.NS,Choice International Limited,Financial Services,Capital Markets,22.7%,19.5% (4yr),0.36x,48.9% (3yr),44.8% (3yr),-0.84x,0.0%,97.0%,32.2%,22.3%,56.8x,94.6x,1.8%,7.0%,₹614.90,₹154.57,Y,0.22x,0.00x (reinvesting),0.0%,10.0%,—,—,—,22.7%,—,25.9,₹766.70,below,Ready,₹13712 Cr,45,WATCH,"Good ROCE, Modest Debt, Strong Growth, ⚠ Accruals Risk, Below Historical P/E, Entry Quality Pass",TTM: 23%  |  2025: 20%  |  2024: 24%  |  2023: 17%  |  2022: 17%,✓ Filing 2025-03-31 (11mo old)
IDBI.NS,IDBI Bank Limited,Financial Services,Banks - Regional,74.3%,,Neg. Equity / N/A,11.6% (3yr),44.4% (3yr),1.37x,0.0%,0.0%,49.5%,51.5%,8.5x,18.8x,11.8%,7.0%,₹73.07,₹123.43,Y,—,0.00x (reinvesting),0.0%,10.0%,—,—,—,74.3%,—,13.3,₹97.50,below,Ready,₹78575 Cr,45,WATCH,"Elite ROCE, High Debt, Strong Growth, High Cash Quality, Cheap vs History + Bonds, Entry Quality Pass",,✓ Filing 2025-03-31 (11mo old)
KARURVYSYA.NS,The Karur Vysya Bank Limited,Financial Services,Banks - Regional,82.2%,,Neg. Equity / N/A,16.7% (3yr),42.3% (3yr),1.68x,0.0%,0.0%,54.8%,38.4%,11.1x,13.1x,9.0%,7.0%,₹263.90,₹310.55,Y,—,0.00x (reinvesting),0.0%,10.0%,—,—,—,82.2%,—,21.0,₹245.25,above,Not yet,₹25509 Cr,45,WATCH,"Elite ROCE, High Debt, Strong Growth, High Cash Quality, Cheap vs History + Bonds, Entry Quality Pass",,✓ Filing 2025-03-31 (11mo old)
NMDC.NS,NMDC Limited,Basic Materials,Steel,23.7%,34.5% (4yr),0.11x,-2.7% (3yr),-11.5% (3yr),0.67x,0.0%,52.3%,26.8%,24.9%,10.2x,9.8x,9.8%,7.0%,₹79.78,₹77.18,N,-0.80x,0.00x ⚠ accruals?,0.0%,10.0%,—,—,—,23.7%,—,44.9,₹73.56,above,Not yet,₹70141 Cr,45,WATCH,"Good ROCE, Consistent ROCE (4yr), Low Debt, ⚠ Declining Growth, Volatile Industry, Cheap vs Bonds",TTM: 24%  |  2025: 25%  |  2024: 25%  |  2023: 24%  |  2022: 64%,✓ Filing 2025-03-31 (11mo old)
PNB.NS,Punjab National Bank,Financial Services,Banks - Regional,66.1%,,Neg. Equity / N/A,13.2% (3yr),68.5% (3yr),1.06x,0.0%,0.0%,44.1%,34.7%,7.2x,15.9x,13.9%,7.0%,₹111.53,₹221.29,Y,—,0.00x (reinvesting),0.0%,10.0%,—,—,—,66.1%,—,24.0,₹115.59,below,Ready,₹1.3L Cr,45,WATCH,"Elite ROCE, High Debt, Strong Growth, High Cash Quality, Cheap vs History + Bonds, Entry Quality Pass",,✓ Filing 2025-03-31 (11mo old)
UNIONBANK.NS,Union Bank of India,Financial Services,Banks - Regional,69.6%,,Neg. Equity / N/A,12.6% (3yr),50.7% (3yr),1.75x,0.0%,0.0%,46.4%,35.0%,7.2x,10.1x,14.0%,7.0%,₹177.63,₹249.72,Y,—,0.00x (reinvesting),0.0%,10.0%,—,—,—,69.6%,—,29.7,₹152.44,above,Not yet,₹1.4L Cr,45,WATCH,"Elite ROCE, High Debt, Strong Growth, High Cash Quality, Cheap vs History + Bonds, Entry Quality Pass",,✓ Filing 2025-03-31 (11mo old)
